rcid,country_code,disaster_before_vote,number_disasters,total_affected
2433,IR,0,0,0
2433,TR,1,1,10
2433,IQ,0,0,0
2433,EG,0,0,0
2433,SY,0,0,0
2433,LB,0,0,0
2433,JO,0,0,0
2433,IL,0,0,0
2433,SA,0,0,0
2433,0,0,0,0
2433,YD,0,0,0
2433,KW,0,0,0
2433,BH,0,0,0
2433,QA,0,0,0
2433,AE,0,0,0
2433,OM,0,0,0
2433,AF,0,0,0
2433,CN,1,3,816590
2433,MN,0,0,0
2433,JP,1,1,27692
2433,IN,1,3,133500932
2433,BT,0,0,0
2433,PK,1,1,10068
2433,BD,1,1,308000
2433,MM,0,0,0
2433,LK,1,3,2120027
2433,MV,0,0,0
2433,NP,1,1,92
2433,TH,0,0,0
2433,KH,0,0,0
2433,LA,0,0,0
2433,VN,0,0,0
2433,MY,0,0,0
2433,SG,0,0,0
2433,PH,1,4,201118
2433,ID,1,4,249789
2433,AU,0,0,0
2433,PG,0,0,0
2433,NZ,0,0,0
2433,VU,0,0,0
2433,SB,0,0,0
2433,FJ,0,0,0
2433,WS,0,0,0
2624,US,1,2,10
2624,BS,0,0,0
2624,CU,1,1,164590
2624,HT,0,0,0
2624,JM,0,0,0
2624,TT,0,0,0
2624,BB,0,0,0
2624,LC,0,0,0
2624,VC,0,0,0
2624,MX,0,0,0
2624,BZ,0,0,0
2624,GT,0,0,0
2624,HN,0,0,0
2624,SV,0,0,0
2624,NI,0,0,0
2624,CR,0,0,0
2624,PA,1,1,81000
2624,VE,0,0,0
2624,GY,0,0,0
2624,SR,0,0,0
2624,EC,1,1,200000
2624,BR,1,3,23338463
2624,BO,1,2,1633299
2624,PY,1,2,100076
2624,CL,0,0,0
2624,AR,1,3,6130000
2624,UY,0,0,0
2624,GB,0,0,0
2624,IE,0,0,0
2624,NL,0,0,0
2624,BE,0,0,0
2624,FR,1,4,3742
2624,ES,1,2,507645
2624,PT,1,3,2019
2624,0,0,0,0
2624,DD,0,0,0
2624,HU,0,0,0
2624,CS,0,0,0
2624,IT,1,1,27
2624,MT,0,0,0
2624,YU,0,0,0
2624,GR,1,1,12
2624,CY,0,0,0
2624,RU,0,0,0
2624,UA,0,0,0
2624,BY,0,0,0
2624,FI,0,0,0
2624,SE,0,0,0
2624,NO,0,0,0
2624,DK,0,0,0
2624,IS,0,0,0
2624,ST,0,0,0
2624,GW,0,0,0
2624,GM,0,0,0
2624,ML,0,0,0
2624,SN,1,1,5000
2624,BJ,1,1,2100000
2624,MR,0,0,0
2624,NE,0,0,0
2624,CI,0,0,0
2624,GN,0,0,0
2624,BF,0,0,0
2624,SL,0,0,0
2624,GH,1,1,12500000
2624,CM,0,0,0
2624,NG,1,1,3000000
2624,GA,0,0,0
2624,TD,0,0,0
2624,UG,0,0,0
2624,KE,0,0,0
2624,TZ,0,0,0
2624,BI,0,0,0
2624,RW,0,0,0
2624,DJ,0,0,0
2624,ET,1,1,8050000
2624,MZ,0,0,0
2624,MW,0,0,0
2624,LS,1,1,500000
2624,BW,0,0,0
2624,SZ,0,0,0
2624,MG,0,0,0
2624,MU,0,0,0
2624,DZ,0,0,0
2624,TN,0,0,0
2624,LY,0,0,0
2624,SD,1,3,8682000
2624,IR,0,0,0
2624,TR,0,0,0
2624,EG,0,0,0
2624,SY,0,0,0
2624,LB,0,0,0
2624,JO,0,0,0
2624,SA,0,0,0
2624,0,0,0,0
2624,YD,0,0,0
2624,KW,0,0,0
2624,BH,0,0,0
2624,QA,0,0,0
2624,AE,0,0,0
2624,OM,0,0,0
2624,AF,0,0,0
2624,CN,1,2,100
2624,MN,0,0,0
2624,JP,0,0,0
2624,IN,1,3,250727
2624,BT,0,0,0
2624,PK,1,1,64339
2624,BD,1,5,27160245
2624,MM,0,0,0
2624,LK,1,1,30034
2624,MV,0,0,0
2624,NP,1,1,200236
2624,TH,1,1,1000050
2624,KH,0,0,0
2624,VN,0,0,0
2624,MY,0,0,0
2624,SG,0,0,0
2624,PH,1,1,1846
2624,ID,1,3,8516
2624,AU,1,1,11075
2624,PG,1,2,13056
2624,NZ,1,1,140
2624,VU,0,0,0
2624,FJ,0,0,0
2624,WS,1,1,1000
3661,CA,0,0,0
3661,BS,0,0,0
3661,CU,0,0,0
3661,JM,1,1,551355
3661,TT,0,0,0
3661,BB,0,0,0
3661,LC,0,0,0
3661,AG,0,0,0
3661,MX,1,2,44023
3661,GT,0,0,0
3661,HN,0,0,0
3661,SV,0,0,0
3661,CR,1,1,185022
3661,VE,0,0,0
3661,GY,0,0,0
3661,SR,0,0,0
3661,EC,0,0,0
3661,PE,1,1,2520
3661,BR,1,1,17020
3661,BO,0,0,0
3661,AR,0,0,0
3661,UY,1,1,1500
3661,GB,0,0,0
3661,IE,0,0,0
3661,NL,0,0,0
3661,BE,0,0,0
3661,LU,0,0,0
3661,LI,0,0,0
3661,PT,0,0,0
3661,DE,0,0,0
3661,PL,0,0,0
3661,AT,1,1,5
3661,HU,0,0,0
3661,CS,0,0,0
3661,IT,0,0,0
3661,MT,0,0,0
3661,AL,0,0,0
3661,YU,0,0,0
3661,GR,0,0,0
3661,BG,0,0,0
3661,RO,1,1,15108
3661,RU,0,0,0
3661,EE,0,0,0
3661,LV,0,0,0
3661,LT,0,0,0
3661,UA,0,0,0
3661,BY,0,0,0
3661,FI,0,0,0
3661,SE,0,0,0
3661,NO,0,0,0
3661,DK,0,0,0
3661,IS,0,0,0
3661,CV,0,0,0
3661,ST,0,0,0
3661,GW,0,0,0
3661,ML,1,1,302000
3661,SN,0,0,0
3661,BJ,1,1,3
3661,MR,0,0,0
3661,NE,0,0,0
3661,CI,0,0,0
3661,GN,0,0,0
3661,BF,1,1,2600000
3661,LR,0,0,0
3661,GH,1,1,2000005
3661,TG,0,0,0
3661,CM,1,1,202
3661,NG,0,0,0
3661,GA,0,0,0
3661,CF,0,0,0
3661,TD,1,1,53
3661,CG,0,0,0
3661,UG,0,0,0
3661,KE,0,0,0
3661,TZ,0,0,0
3661,BI,0,0,0
3661,SO,0,0,0
3661,DJ,0,0,0
3661,ET,0,0,0
3661,AO,0,0,0
3661,MZ,1,1,3300000
3661,ZM,0,0,0
3661,ZW,1,1,5000000
3661,MW,1,1,150472
3661,NA,0,0,0
3661,LS,0,0,0
3661,BW,0,0,0
3661,SZ,0,0,0
3661,MG,0,0,0
3661,MA,0,0,0
3661,DZ,0,0,0
3661,TN,0,0,0
3661,IR,1,3,215048
3661,TR,1,1,542
3661,IQ,0,0,0
3661,EG,1,1,209
3661,SY,0,0,0
3661,LB,0,0,0
3661,JO,1,1,18008
3661,IL,0,0,0
3661,SA,0,0,0
3661,KW,0,0,0
3661,BH,0,0,0
3661,QA,0,0,0
3661,AE,0,0,0
3661,OM,0,0,0
3661,CN,1,4,215239588
3661,MN,0,0,0
3661,KR,1,1,1590
3661,JP,0,0,0
3661,IN,1,8,8701016
3661,PK,1,1,24
3661,BD,1,3,2990265
3661,MM,1,1,359999
3661,LK,1,2,337178
3661,MV,0,0,0
3661,NP,1,1,533
3661,TH,1,3,2516591
3661,LA,1,2,332000
3661,VN,1,3,295809
3661,MY,0,0,0
3661,SG,0,0,0
3661,BN,0,0,0
3661,PH,1,4,255175
3661,ID,1,2,162
3661,AU,1,1,6
3661,NZ,1,3,248
3661,SB,0,0,0
3661,FJ,0,0,0
3661,FM,0,0,0
3661,WS,0,0,0
3733,US,1,3,1005
3733,BS,0,0,0
3733,CU,1,1,9127
3733,HT,1,1,1000000
3733,DO,0,0,0
3733,JM,0,0,0
3733,TT,0,0,0
3733,BB,0,0,0
3733,DM,0,0,0
3733,GD,0,0,0
3733,LC,0,0,0
3733,VC,1,1,203
3733,AG,0,0,0
3733,KN,0,0,0
3733,MX,0,0,0
3733,BZ,0,0,0
3733,GT,0,0,0
3733,HN,0,0,0
3733,NI,0,0,0
3733,CR,1,1,1200
3733,PA,0,0,0
3733,CO,0,0,0
3733,VE,0,0,0
3733,GY,0,0,0
3733,SR,0,0,0
3733,EC,1,1,205022
3733,PE,1,2,1130000
3733,BR,1,4,147600
3733,BO,1,2,40054
3733,PY,1,1,65575
3733,CL,0,0,0
3733,AR,1,2,88119
3733,UY,1,1,4700
3733,GB,0,0,0
3733,IE,0,0,0
3733,BE,0,0,0
3733,LU,0,0,0
3733,FR,1,1,3
3733,LI,0,0,0
3733,ES,0,0,0
3733,PT,0,0,0
3733,PL,1,1,35
3733,AT,0,0,0
3733,CS,0,0,0
3733,IT,1,2,1002
3733,MT,0,0,0
3733,HR,0,0,0
3733,SI,0,0,0
3733,GR,0,0,0
3733,CY,0,0,0
3733,BG,0,0,0
3733,MD,0,0,0
3733,RO,0,0,0
3733,RU,1,2,31
3733,EE,0,0,0
3733,LV,0,0,0
3733,UA,0,0,0
3733,BY,0,0,0
3733,AM,0,0,0
3733,AZ,0,0,0
3733,FI,0,0,0
3733,SE,0,0,0
3733,NO,0,0,0
3733,IS,0,0,0
3733,CV,0,0,0
3733,ST,0,0,0
3733,GW,0,0,0
3733,GM,0,0,0
3733,ML,0,0,0
3733,SN,0,0,0
3733,BJ,0,0,0
3733,MR,0,0,0
3733,NE,0,0,0
3733,CI,0,0,0
3733,GN,0,0,0
3733,BF,0,0,0
3733,LR,0,0,0
3733,SL,0,0,0
3733,GH,0,0,0
3733,TG,0,0,0
3733,CM,0,0,0
3733,NG,0,0,0
3733,GA,0,0,0
3733,CF,0,0,0
3733,TD,0,0,0
3733,CG,0,0,0
3733,UG,0,0,0
3733,KE,0,0,0
3733,TZ,0,0,0
3733,BI,0,0,0
3733,RW,0,0,0
3733,DJ,0,0,0
3733,ET,0,0,0
3733,AO,0,0,0
3733,MZ,0,0,0
3733,ZM,0,0,0
3733,ZW,0,0,0
3733,MW,1,1,7000000
3733,NA,0,0,0
3733,LS,1,1,331500
3733,BW,0,0,0
3733,SZ,0,0,0
3733,MG,0,0,0
3733,KM,0,0,0
3733,MU,0,0,0
3733,SC,0,0,0
3733,MA,0,0,0
3733,DZ,1,1,2279
3733,TN,0,0,0
3733,SD,0,0,0
3733,IR,1,2,35063
3733,TR,0,0,0
3733,IQ,0,0,0
3733,EG,0,0,0
3733,SY,0,0,0
3733,LB,0,0,0
3733,JO,0,0,0
3733,IL,0,0,0
3733,SA,0,0,0
3733,KW,0,0,0
3733,BH,0,0,0
3733,QA,0,0,0
3733,AE,0,0,0
3733,OM,0,0,0
3733,AF,1,1,150
3733,KZ,0,0,0
3733,CN,1,7,12684975
3733,MN,0,0,0
3733,KP,0,0,0
3733,KR,1,1,283
3733,JP,0,0,0
3733,IN,1,5,3071832
3733,BT,0,0,0
3733,PK,1,2,12841314
3733,BD,1,3,75217
3733,MM,1,1,4630
3733,LK,1,1,250014
3733,MV,0,0,0
3733,NP,1,1,50056
3733,TH,0,0,0
3733,LA,1,1,160
3733,VN,1,2,109754
3733,MY,0,0,0
3733,SG,0,0,0
3733,BN,0,0,0
3733,PH,1,2,995637
3733,ID,1,2,505625
3733,AU,0,0,0
3733,PG,1,1,90000
3733,NZ,0,0,0
3733,VU,0,0,0
3733,SB,0,0,0
3733,FJ,0,0,0
3733,MH,0,0,0
3733,WS,0,0,0
4743,US,1,16,79408
4743,CA,1,5,3901
4743,BS,0,0,0
4743,CU,1,1,1502
4743,HT,1,2,24711
4743,DO,0,0,0
4743,JM,1,1,5001
4743,TT,0,0,0
4743,BB,0,0,0
4743,DM,0,0,0
4743,GD,0,0,0
4743,LC,0,0,0
4743,VC,0,0,0
4743,AG,0,0,0
4743,KN,0,0,0
4743,BZ,0,0,0
4743,GT,0,0,0
4743,HN,1,1,1504
4743,SV,0,0,0
4743,NI,0,0,0
4743,CR,0,0,0
4743,PA,1,3,7877
4743,CO,1,1,221615
4743,VE,1,1,135
4743,GY,1,1,35000
4743,SR,1,1,25003
4743,EC,1,1,57686
4743,PE,1,2,15325
4743,BR,1,2,116020
4743,BO,1,2,126625
4743,PY,0,0,0
4743,CL,1,1,95880
4743,AR,1,1,4500
4743,UY,0,0,0
4743,GB,0,0,0
4743,IE,0,0,0
4743,NL,0,0,0
4743,BE,0,0,0
4743,LU,0,0,0
4743,FR,0,0,0
4743,MC,0,0,0
4743,LI,0,0,0
4743,CH,1,1,3000
4743,ES,1,2,4
4743,AD,0,0,0
4743,PT,1,1,240
4743,DE,1,1,1000
4743,PL,1,1,500
4743,AT,1,1,516
4743,HU,1,1,32000
4743,CZ,1,2,4321
4743,SK,1,2,101
4743,IT,0,0,0
4743,SM,0,0,0
4743,MT,0,0,0
4743,AL,0,0,0
4743,MK,1,1,1500
4743,YU,0,0,0
4743,SI,0,0,0
4743,GR,1,2,3091
4743,CY,0,0,0
4743,MD,0,0,0
4743,RO,1,6,24634
4743,RU,1,3,7720
4743,EE,0,0,0
4743,LV,0,0,0
4743,UA,1,2,5002
4743,BY,0,0,0
4743,AM,0,0,0
4743,GE,1,1,600
4743,AZ,0,0,0
4743,FI,0,0,0
4743,SE,0,0,0
4743,NO,0,0,0
4743,DK,0,0,0
4743,IS,0,0,0
4743,CV,0,0,0
4743,ST,0,0,0
4743,GW,1,1,32000
4743,GM,0,0,0
4743,ML,1,2,26001
4743,SN,0,0,0
4743,BJ,0,0,0
4743,MR,1,2,10626
4743,NE,1,1,46476
4743,CI,0,0,0
4743,GN,1,1,1200
4743,BF,1,2,25610
4743,LR,0,0,0
4743,SL,0,0,0
4743,GH,0,0,0
4743,TG,1,1,2000
4743,CM,0,0,0
4743,NG,1,3,13040
4743,GA,0,0,0
4743,CF,0,0,0
4743,CG,1,1,5006
4743,CD,1,3,12971
4743,UG,1,2,5683
4743,KE,1,4,783512
4743,TZ,1,2,21528
4743,BI,1,6,14827
4743,SO,1,5,486602
4743,DJ,0,0,0
4743,ET,1,7,435097
4743,ER,0,0,0
4743,AO,1,1,225
4743,MZ,0,0,0
4743,ZM,0,0,0
4743,ZW,0,0,0
4743,MW,1,2,16008
4743,ZA,1,2,7172
4743,NA,1,2,2305
4743,LS,0,0,0
4743,BW,0,0,0
4743,SZ,0,0,0
4743,MG,0,0,0
4743,KM,0,0,0
4743,MU,0,0,0
4743,MA,1,3,2117
4743,DZ,1,1,60001
4743,TN,0,0,0
4743,LY,0,0,0
4743,SD,1,3,167027
4743,IR,1,1,2814
4743,TR,1,2,63074
4743,IQ,1,2,59930
4743,EG,0,0,0
4743,SY,1,1,6
4743,LB,0,0,0
4743,JO,0,0,0
4743,IL,0,0,0
4743,SA,0,0,0
4743,YE,1,2,2350
4743,KW,0,0,0
4743,BH,0,0,0
4743,QA,0,0,0
4743,AE,0,0,0
4743,OM,0,0,0
4743,AF,1,10,1933532
4743,TM,0,0,0
4743,KG,0,0,0
4743,UZ,0,0,0
4743,KZ,0,0,0
4743,CN,1,21,32990613
4743,MN,0,0,0
4743,KP,1,2,92102
4743,KR,1,1,4676
4743,JP,1,2,10574
4743,IN,1,17,7235372
4743,BT,0,0,0
4743,PK,1,7,8525
4743,BD,1,2,211775
4743,MM,1,1,10025
4743,LK,1,1,333027
4743,MV,0,0,0
4743,NP,1,2,200000
4743,TH,1,3,2557588
4743,KH,1,2,38005
4743,LA,0,0,0
4743,VN,1,5,52298
4743,MY,1,4,106524
4743,SG,0,0,0
4743,BN,0,0,0
4743,PH,1,5,316927
4743,ID,1,9,88921
4743,TL,0,0,0
4743,AU,1,5,1245
4743,PG,1,2,12401
4743,NZ,1,1,1200
4743,VU,0,0,0
4743,SB,0,0,0
4743,FJ,1,1,228
4743,TO,0,0,0
4743,NR,0,0,0
4743,MH,0,0,0
4743,PW,0,0,0
4743,FM,0,0,0
4743,WS,0,0,0
4818,US,1,10,659889
4818,CA,1,1,500
4818,BS,0,0,0
4818,HT,1,4,105022
4818,DO,1,2,19842
4818,JM,0,0,0
4818,TT,0,0,0
4818,BB,0,0,0
4818,DM,0,0,0
4818,GD,0,0,0
4818,LC,0,0,0
4818,VC,0,0,0
4818,AG,0,0,0
4818,KN,0,0,0
4818,MX,1,2,1655022
4818,BZ,0,0,0
4818,GT,1,2,2107
4818,HN,1,2,15506
4818,SV,1,1,502
4818,NI,1,1,24010
4818,CR,1,2,24519
4818,PA,1,1,131
4818,CO,1,4,2671705
4818,VE,0,0,0
4818,GY,0,0,0
4818,SR,0,0,0
4818,EC,0,0,0
4818,PE,1,1,47731
4818,BR,1,4,1206421
4818,BO,1,2,824610
4818,PY,1,1,125008
4818,CL,0,0,0
4818,AR,1,2,135010
4818,UY,1,2,120002
4818,GB,1,3,370214
4818,IE,0,0,0
4818,NL,0,0,0
4818,BE,0,0,0
4818,LU,0,0,0
4818,FR,0,0,0
4818,MC,0,0,0
4818,LI,0,0,0
4818,CH,1,1,102
4818,ES,1,3,4435
4818,AD,0,0,0
4818,PT,0,0,0
4818,DE,1,1,1
4818,PL,0,0,0
4818,AT,0,0,0
4818,HU,0,0,0
4818,SK,0,0,0
4818,IT,1,1,11
4818,SM,0,0,0
4818,MT,0,0,0
4818,AL,1,1,75
4818,ME,1,1,1086
4818,MK,1,1,1000001
4818,HR,1,2,38
4818,YU,0,0,0
4818,BA,0,0,0
4818,SI,0,0,0
4818,GR,1,3,6066
4818,CY,0,0,0
4818,BG,1,5,1094
4818,MD,0,0,0
4818,RO,1,4,4272
4818,RU,1,1,14000
4818,EE,0,0,0
4818,LV,0,0,0
4818,LT,0,0,0
4818,UA,0,0,0
4818,BY,0,0,0
4818,AM,0,0,0
4818,GE,0,0,0
4818,AZ,0,0,0
4818,FI,0,0,0
4818,SE,0,0,0
4818,NO,0,0,0
4818,DK,0,0,0
4818,IS,0,0,0
4818,CV,0,0,0
4818,GW,0,0,0
4818,ML,1,2,88876
4818,SN,1,1,5308
4818,BJ,1,1,10894
4818,MR,1,2,54123
4818,NE,1,1,57281
4818,CI,1,1,2000
4818,GN,1,1,20685
4818,BF,1,1,121095
4818,LR,1,1,17001
4818,SL,1,1,4500
4818,GH,1,1,332656
4818,TG,1,1,141372
4818,CM,1,1,10304
4818,NG,1,3,55091
4818,GA,0,0,0
4818,CF,1,1,7813
4818,TD,1,2,173015
4818,CG,1,1,25000
4818,CD,1,1,1632
4818,UG,1,2,721078
4818,KE,1,3,42670
4818,TZ,0,0,0
4818,BI,1,2,25706
4818,RW,1,2,4530
4818,DJ,1,1,42750
4818,ET,1,2,245403
4818,ER,0,0,0
4818,AO,1,2,46105
4818,MZ,1,5,922089
4818,ZM,1,2,1518759
4818,ZW,1,3,2117027
4818,MW,1,5,721967
4818,ZA,1,2,39626
4818,NA,1,1,15007
4818,LS,1,1,475000
4818,BW,0,0,0
4818,SZ,1,2,411502
4818,MG,1,1,33007
4818,KM,0,0,0
4818,MU,0,0,0
4818,MA,0,0,0
4818,DZ,1,7,1395
4818,TN,1,2,6516
4818,LY,0,0,0
4818,SD,1,1,565485
4818,TR,1,3,3202
4818,IQ,0,0,0
4818,EG,0,0,0
4818,SY,0,0,0
4818,LB,1,1,16
4818,JO,0,0,0
4818,IL,0,0,0
4818,SA,0,0,0
4818,YE,1,3,2711
4818,KW,0,0,0
4818,BH,0,0,0
4818,QA,0,0,0
4818,AE,0,0,0
4818,OM,0,0,0
4818,KG,1,1,845
4818,UZ,0,0,0
4818,KZ,0,0,0
4818,CN,1,11,111094311
4818,MN,0,0,0
4818,KR,1,1,1003
4818,JP,1,1,10002
4818,IN,1,16,38145059
4818,BT,0,0,0
4818,PK,1,6,3232
4818,BD,1,2,13852670
4818,MM,1,4,166669
4818,LK,1,3,406033
4818,MV,1,1,1649
4818,NP,1,1,640920
4818,TH,1,5,183053
4818,KH,1,1,19002
4818,LA,0,0,0
4818,VN,1,5,962402
4818,MY,1,2,166579
4818,SG,0,0,0
4818,BN,0,0,0
4818,PH,1,7,502405
4818,ID,1,7,300343
4818,TL,1,3,948
4818,AU,1,1,5009
4818,NZ,0,0,0
4818,VU,0,0,0
4818,SB,0,0,0
4818,FJ,1,2,906
4818,TO,0,0,0
4818,NR,0,0,0
4818,MH,0,0,0
4818,PW,0,0,0
4818,FM,0,0,0
4818,WS,0,0,0
4819,US,1,10,659889
4819,CA,1,1,500
4819,BS,0,0,0
4819,CU,1,1,18000
4819,HT,1,4,105022
4819,DO,1,2,19842
4819,JM,0,0,0
4819,TT,0,0,0
4819,BB,0,0,0
4819,DM,0,0,0
4819,GD,0,0,0
4819,LC,0,0,0
4819,VC,0,0,0
4819,AG,0,0,0
4819,KN,0,0,0
4819,MX,1,2,1655022
4819,BZ,0,0,0
4819,GT,1,2,2107
4819,HN,1,2,15506
4819,SV,1,1,502
4819,NI,1,1,24010
4819,CR,1,2,24519
4819,PA,1,1,131
4819,CO,1,4,2671705
4819,VE,0,0,0
4819,GY,0,0,0
4819,SR,0,0,0
4819,EC,0,0,0
4819,PE,1,1,47731
4819,BR,1,4,1206421
4819,BO,1,2,824610
4819,PY,1,1,125008
4819,CL,0,0,0
4819,AR,1,2,135010
4819,UY,1,2,120002
4819,GB,1,3,370214
4819,IE,0,0,0
4819,NL,0,0,0
4819,BE,0,0,0
4819,LU,0,0,0
4819,FR,0,0,0
4819,MC,0,0,0
4819,LI,0,0,0
4819,CH,1,1,102
4819,ES,1,3,4435
4819,AD,0,0,0
4819,PT,0,0,0
4819,DE,1,1,1
4819,PL,0,0,0
4819,AT,0,0,0
4819,HU,0,0,0
4819,CZ,0,0,0
4819,SK,0,0,0
4819,IT,1,1,11
4819,SM,0,0,0
4819,MT,0,0,0
4819,AL,1,1,75
4819,ME,1,1,1086
4819,MK,1,1,1000001
4819,HR,1,2,38
4819,YU,0,0,0
4819,BA,0,0,0
4819,SI,0,0,0
4819,GR,1,3,6066
4819,CY,0,0,0
4819,BG,1,5,1094
4819,MD,0,0,0
4819,RO,1,4,4272
4819,RU,1,1,14000
4819,EE,0,0,0
4819,LV,0,0,0
4819,LT,0,0,0
4819,UA,0,0,0
4819,BY,0,0,0
4819,AM,0,0,0
4819,GE,0,0,0
4819,AZ,0,0,0
4819,FI,0,0,0
4819,SE,0,0,0
4819,NO,0,0,0
4819,DK,0,0,0
4819,IS,0,0,0
4819,CV,0,0,0
4819,GW,0,0,0
4819,ML,1,2,88876
4819,SN,1,1,5308
4819,BJ,1,1,10894
4819,MR,1,2,54123
4819,NE,1,1,57281
4819,CI,1,1,2000
4819,GN,1,1,20685
4819,BF,1,1,121095
4819,LR,1,1,17001
4819,SL,1,1,4500
4819,GH,1,1,332656
4819,TG,1,1,141372
4819,CM,1,1,10304
4819,NG,1,3,55091
4819,GA,0,0,0
4819,CF,1,1,7813
4819,TD,1,2,173015
4819,CG,1,1,25000
4819,CD,1,1,1632
4819,UG,1,2,721078
4819,KE,1,3,42670
4819,TZ,0,0,0
4819,BI,1,2,25706
4819,DJ,1,1,42750
4819,ET,1,2,245403
4819,ER,0,0,0
4819,AO,1,2,46105
4819,MZ,1,5,922089
4819,ZM,1,2,1518759
4819,ZW,1,3,2117027
4819,MW,1,5,721967
4819,ZA,1,2,39626
4819,NA,1,1,15007
4819,LS,1,1,475000
4819,BW,0,0,0
4819,SZ,1,2,411502
4819,MG,1,1,33007
4819,KM,0,0,0
4819,MU,0,0,0
4819,MA,0,0,0
4819,DZ,1,7,1395
4819,TN,1,2,6516
4819,LY,0,0,0
4819,SD,1,1,565485
4819,IR,1,1,12
4819,TR,1,3,3202
4819,IQ,0,0,0
4819,EG,0,0,0
4819,SY,0,0,0
4819,LB,1,1,16
4819,JO,0,0,0
4819,IL,0,0,0
4819,SA,0,0,0
4819,YE,1,3,2711
4819,KW,0,0,0
4819,BH,0,0,0
4819,QA,0,0,0
4819,AE,0,0,0
4819,OM,0,0,0
4819,AF,1,7,30551
4819,TJ,1,2,17331
4819,KG,1,1,845
4819,UZ,0,0,0
4819,KZ,0,0,0
4819,CN,1,11,111094311
4819,MN,0,0,0
4819,KP,1,1,1171128
4819,KR,1,1,1003
4819,JP,1,1,10002
4819,IN,1,16,38145059
4819,BT,0,0,0
4819,PK,1,6,3232
4819,BD,1,2,13852670
4819,MM,1,4,166669
4819,LK,1,3,406033
4819,MV,1,1,1649
4819,NP,1,1,640920
4819,TH,1,5,183053
4819,KH,1,1,19002
4819,LA,0,0,0
4819,VN,1,5,962402
4819,MY,1,2,166579
4819,SG,0,0,0
4819,BN,0,0,0
4819,PH,1,7,502405
4819,ID,1,7,300343
4819,TL,1,3,948
4819,AU,1,1,5009
4819,NZ,0,0,0
4819,VU,0,0,0
4819,SB,0,0,0
4819,FJ,1,2,906
4819,NR,0,0,0
4819,MH,0,0,0
4819,PW,0,0,0
4819,WS,0,0,0
4899,US,1,5,11058013
4899,CA,1,2,2400
4899,BS,0,0,0
4899,CU,1,1,20000
4899,HT,0,0,0
4899,DO,0,0,0
4899,JM,0,0,0
4899,TT,0,0,0
4899,BB,0,0,0
4899,DM,0,0,0
4899,GD,0,0,0
4899,LC,0,0,0
4899,VC,0,0,0
4899,AG,0,0,0
4899,MX,1,1,20012
4899,BZ,1,1,38001
4899,GT,1,2,197330
4899,HN,1,1,313424
4899,SV,1,2,3030
4899,NI,1,2,14205
4899,CR,1,3,154505
4899,PA,1,2,23865
4899,CO,1,2,1200178
4899,VE,1,1,1508
4899,GY,1,1,100000
4899,EC,1,1,289163
4899,PE,1,1,450052
4899,BR,1,4,1752591
4899,BO,1,1,27500
4899,PY,1,1,18004
4899,CL,1,2,144764
4899,AR,1,1,85000
4899,UY,0,0,0
4899,GB,1,2,3308
4899,IE,0,0,0
4899,NL,0,0,0
4899,BE,0,0,0
4899,LU,0,0,0
4899,FR,0,0,0
4899,MC,0,0,0
4899,LI,0,0,0
4899,CH,0,0,0
4899,ES,0,0,0
4899,AD,0,0,0
4899,PT,1,1,112
4899,DE,0,0,0
4899,PL,0,0,0
4899,AT,0,0,0
4899,HU,0,0,0
4899,CZ,0,0,0
4899,SK,0,0,0
4899,IT,1,3,309
4899,SM,0,0,0
4899,MT,0,0,0
4899,AL,0,0,0
4899,ME,0,0,0
4899,MK,0,0,0
4899,HR,0,0,0
4899,YU,0,0,0
4899,BA,0,0,0
4899,SI,0,0,0
4899,GR,0,0,0
4899,CY,0,0,0
4899,BG,0,0,0
4899,MD,1,1,4003
4899,RO,1,1,11005
4899,RU,0,0,0
4899,EE,0,0,0
4899,LV,0,0,0
4899,LT,0,0,0
4899,UA,1,1,224763
4899,BY,0,0,0
4899,AM,0,0,0
4899,GE,0,0,0
4899,AZ,0,0,0
4899,FI,0,0,0
4899,SE,0,0,0
4899,NO,0,0,0
4899,DK,0,0,0
4899,IS,0,0,0
4899,CV,0,0,0
4899,ST,0,0,0
4899,ML,1,1,2500
4899,SN,1,1,23601
4899,BJ,1,1,158250
4899,MR,0,0,0
4899,NE,1,1,32007
4899,CI,1,1,456
4899,GN,1,1,4200
4899,BF,1,2,4876
4899,LR,1,1,340
4899,GH,1,1,58000
4899,TG,1,1,44820
4899,CM,1,1,25009
4899,NG,0,0,0
4899,TD,1,2,14450
4899,CG,0,0,0
4899,UG,1,2,1130089
4899,KE,1,7,3862497
4899,TZ,1,2,9530
4899,BI,1,3,85784
4899,RW,1,1,11346
4899,DJ,1,1,340000
4899,ET,1,4,6516485
4899,ER,1,1,1700000
4899,AO,1,1,81407
4899,MZ,1,2,503072
4899,ZM,1,2,49780
4899,ZW,0,0,0
4899,MW,1,1,16380
4899,ZA,1,2,4070
4899,NA,1,1,65042
4899,SZ,1,1,2500
4899,MG,0,0,0
4899,KM,0,0,0
4899,MU,0,0,0
4899,MA,1,2,20039
4899,DZ,1,1,59143
4899,TN,0,0,0
4899,LY,0,0,0
4899,SD,0,0,0
4899,IR,1,2,1502
4899,TR,1,1,302
4899,IQ,1,1,604
4899,EG,0,0,0
4899,SY,0,0,0
4899,LB,0,0,0
4899,JO,0,0,0
4899,IL,0,0,0
4899,SA,0,0,0
